Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
10,14584146,27559388,Parkwide,All NPS Park Units,2019
11,13907321,19269040,Parkwide,All NPS Park Units,2019
12,13926284,15565241,Parkwide,All NPS Park Units,2019
1,13168717,13759386,Parkwide,All NPS Park Units,2020
2,12656865,14654517,Parkwide,All NPS Park Units,2020
3,12679730,15097065,Parkwide,All NPS Park Units,2020
4,10717691,7932427,Parkwide,All NPS Park Units,2020
5,11284652,14045693,Parkwide,All NPS Park Units,2020
6,11848367,25067367,Parkwide,All NPS Park Units,2020
7,12962564,33048198,Parkwide,All NPS Park Units,2020
8,12940147,31936680,Parkwide,All NPS Park Units,2020
9,12874388,27044922,Parkwide,All NPS Park Units,2020
10,12897054,24213004,Parkwide,All NPS Park Units,2020
11,11990950,16578733,Parkwide,All NPS Park Units,2020
12,12415212,13686340,Parkwide,All NPS Park Units,2020
1,11632614,11978413,Parkwide,All NPS Park Units,2021
2,11082899,11692967,Parkwide,All NPS Park Units,2021
3,12981524,18370611,Parkwide,All NPS Park Units,2021
4,12857567,22155245,Parkwide,All NPS Park Units,2021
5,13250575,27963739,Parkwide,All NPS Park Units,2021
6,13789961,36122392,Parkwide,All NPS Park Units,2021
7,14734920,41329530,Parkwide,All NPS Park Units,2021
8,14280304,35380986,Parkwide,All NPS Park Units,2021
9,13382939,30204635,Parkwide,All NPS Park Units,2021
10,13882165,26961779,Parkwide,All NPS Park Units,2021
11,13192146,18903397,Parkwide,All NPS Park Units,2021
12,13007065,16051712,Parkwide,All NPS Park Units,2021
1,12193397,12182742,Parkwide,All NPS Park Units,2022
2,11972458,13951368,Parkwide,All NPS Park Units,2022
3,13944010,22265903,Parkwide,All NPS Park Units,2022
4,13366887,25596156,Parkwide,All NPS Park Units,2022
5,13879167,29728988,Parkwide,All NPS Park Units,2022
6,14252035,37538075,Parkwide,All NPS Park Units,2022
7,14652650,41036723,Parkwide,All NPS Park Units,2022
8,14612737,36060607,Parkwide,All NPS Park Units,2022
9,13726663,30877727,Parkwide,All NPS Park Units,2022
10,14187333,28282686,Parkwide,All NPS Park Units,2022
11,13179801,18936294,Parkwide,All NPS Park Units,2022
12,12782018,15528729,Parkwide,All NPS Park Units,2022
1,13016720,13636466,Parkwide,All NPS Park Units,2023
2,12518074,14895900,Parkwide,All NPS Park Units,2023
3,14388294,22215789,Parkwide,All NPS Park Units,2023
4,14203912,26383797,Parkwide,All NPS Park Units,2023
5,14928384,31859672,Parkwide,All NPS Park Units,2023
6,14942656,38753491,Parkwide,All NPS Park Units,2023
7,15466721,42463634,Parkwide,All NPS Park Units,2023
8,15097240,37500130,Parkwide,All NPS Park Units,2023
9,14424743,32418448,Parkwide,All NPS Park Units,2023
10,14890795,29636427,Parkwide,All NPS Park Units,2023
11,14026785,19441371,Parkwide,All NPS Park Units,2023
12,13495629,16293521,Parkwide,All NPS Park Units,2023
1,13081300,12970984,Parkwide,All NPS Park Units,2024
2,12834808,15590610,Parkwide,All NPS Park Units,2024
3,14539980,25134265,Parkwide,All NPS Park Units,2024
4,14224808,27344972,Parkwide,All NPS Park Units,2024
5,14783508,32913479,Parkwide,All NPS Park Units,2024
6,14952428,41239822,Parkwide,All NPS Park Units,2024
7,15480335,42121082,Parkwide,All NPS Park Units,2024
8,15170200,37888831,Parkwide,All NPS Park Units,2024
9,14396130,32059873,Parkwide,All NPS Park Units,2024
10,14945734,28426737,Parkwide,All NPS Park Units,2024
11,13718039,19661773,Parkwide,All NPS Park Units,2024
12,13640672,16510930,Parkwide,All NPS Park Units,2024
